count	volume	first_ref	form	gloss	proposed_root	rule	root_meaning
3	NT	NT mark 9:45	תַּכְשִׁילְךָ	offend you,	כשל	heuristic	stumble
3	NT	NT mark 11:26	תִמְחֲלוּ	forgive,	מחל	strong	(מָחַל) to forgive, pardon
3	NT/D&C/PGP	NT mark 12:27	טוֹעִים	do err	נטע	heuristic	pitched
3	NT/D&C	NT mark 14:5	לְהִמָּכֵר	to be sold	מכר	strong	(מָכַר) to sell
3	NT	NT mark 15:9	שֶׁאַתִּיר	that I release	תור	hollow (mater)	(תּוּר) to spy out, search
3	NT	NT mark 15:17	וַיַּלְבִּישֻׁהוּ	and put on him	לבש	strong	to clothe, put on, be clothed
3	NT/D&C	NT matt 10:34	לְהָטִיל	to send	טול	hollow (mater)	cast
3	NT/D&C	NT phm 1:10	בַּמַּאֲסָר	in-bonds	אסר	strong	(אָסַר) to bind; forbid; (אֲסוּרִים) prison,
3	NT/D&C	NT rev 21:9	מִשִּׁבְעַת	of-the-seven	בעת	strong	(בִּעֵת) to terrify
3	NT	NT rom 15:1	הֲנָאַת	the-pleasure-of	אתה	lamed-yod / III-he	you
3	D&C	D&C dc101_110 1:11	לָשֵׁבֶת	to preside	שבת	strong	to cease, rest; Sabbath
3	D&C	D&C dc101_110 1:18	שְׁמִיעַת	are heard	שמע	strong	(שָׁמַע) to hear, obey
3	D&C	D&C dc101_110 1:30	פּ.	P.		(no analysis)	
3	D&C	D&C dc101_110 1:5	קְשׁוּרִים	bound	קשר	heuristic	conspiracy
3	D&C	D&C dc101_110 1:69	דּוֹלָרִים	dollars,		(no analysis)	
3	D&C	D&C dc101_110 1:6	יִוָּסֵר	be chastened	יסר	I-yod (vav for yod)	(יִסַּר) to chasten; (יִסּוּרִים) affliction
3	D&C	D&C dc101_110 1:2	וְיַזְהִיר	and warn	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
3	D&C	D&C dc101_110 1:23	מְיֻחָדִים	especial	יחד	heuristic	(יַחַד) together; (יָחִיד) only — the Only B
3	D&C/PGP	D&C dc111_120 1:10	פְּסוּקִים	verses.		(no analysis)	
3	D&C	D&C dc11_20 1:22	יִוָּסֵף	shall be added	יספ	I-yod (vav for yod)	continue
3	D&C	D&C dc121_130 1:7	הַמֻּטֶּלֶת	an imperative	נטל	I-nun (dagesh)	(נָטַל) to lay upon, impose; (מֻטָּל) impose
3	D&C	D&C dc121_130 1:68	הַמְּנָיוֹת	of stock	מנה	lamed-yod (yod hides the he)	(מָנָה) to count, number, appoint; (מִנְיָן)
3	D&C	D&C dc121_130 1:4	לִלְחֹץ	to shake hands	לחצ	strong	press
3	D&C/PGP	D&C dc131_138 1:9	דָּתִי	religious		(no analysis)	
3	D&C	D&C dc131_138 1:9	דָתִית	religious		(no analysis)	
3	D&C	D&C dc21_30 1:9	קְרִיאָתְךָ	your calling	קרה	heuristic	(קָרָה) to happen, befall; (קִרְיָה) city, t
3	D&C	D&C dc31_40 1:1	פִּ.	P.		(no analysis)	
3	D&C	D&C dc51_60 1:9	מַסַּעֲכֶם	your journey	נסע	heuristic	to pull up, set out, journey
3	D&C	D&C dc61_70 1:21	הַנִּזְכֶּרֶת	named	זכר	strong	to remember; male
3	D&C	D&C dc71_80 1:1	וְהַפָּסוּק	and verse		(no analysis)	
3	D&C	D&C dc71_80 1:11	הַנִּסְמָכִים	ordained		(no analysis)	
3	D&C/PGP	D&C od 1:1	ב	2		(no analysis)	
3	D&C/PGP	D&C od 1:3	פֻּרְסְמוּ	were-published	פרסמ	heuristic	
3	D&C	D&C od 1:3	רִבּוּי	the plurality of	רבה	lamed-yod (yod hides the he)	(רָבָה) to multiply, increase, much; (רַבִּי
3	D&C/PGP	D&C od 1:7	כָּלְשֶׁהוּ	any	שוה	hollow	(שָׁוָה) to be equal, set
3	D&C/PGP	D&C od 1:19	לְהַמְשִׁיךְ	to continue	שוכ	hollow (mater)	entwine
3	PGP	PGP js_history 1:9	לְגָרוֹם	to make	גרמ	strong	bones
3	PGP	PGP js_history 1:10	טוֹעוֹת	wrong	טעה	lamed-yod (vav form)	wander
3	PGP	PGP js_history 1:36	שֶׁלָּנוּ	of ours	לונ	hollow	stop
3	PGP	PGP js_history 1:36	אֶת־הַפָּסוּק	the first		(no analysis)	
3	PGP	PGP js_history 1:66	1829	one thousand eight hundred and twenty-nine,		(no analysis)	
3	PGP	PGP moses 7:5	וָאַבֵּט	And I looked	נבט	I-nun (dagesh)	(הִבִּיט) to look, behold
3	PGP	PGP pgp_intro 1:17	אֶנְד	and	נוד	hollow	flee
2	BOM	BOM 1nephi 4:2	חֵילוֹת	the armies of	חול	hollow (mater)	(חוֹל) sand; (חוּל) to writhe, wait
2	BOM	BOM 1nephi 10:21	נִסְיֹנְכֶם	your probation	נסה	heuristic	(נִסָּה) to prove, try, tempt; (נִסָּיוֹן) t
2	BOM	BOM 1nephi 14:4	כִּשְׁבִי	according to the captivity of	שבה	lamed-yod (yod hides the he)	to take captive; captivity
2	BOM/NT	BOM 1nephi 17:19	לְהֵעָצֵב	to be sorrowful	עצב	strong	to shape, carve; to grieve, pain; idol
2	BOM/NT	BOM 1nephi 17:48	לְהַשְׁלִיכֵנִי	to cast me	שלכ	strong	throw
2	BOM	BOM 1nephi 18:13	הִתִּירוּנִי	did they loose me	רנה	lamed-yod / III-he	into singing
2	BOM	BOM 1nephi 18:15	לְהִבָּלַע	to be swallowed up	בלע	strong	(בִּלְעָם) Balaam; (בָּלַע) to swallow
2	BOM	BOM 1nephi 18:15	צָבֹה	swell	צבה	strong	swollen
2	BOM	BOM 1nephi 18:15	צָבְתוּ	were they swollen	צבת	strong	lock
2	BOM	BOM 1nephi 18:18	צַעֲרָם	their grief	צער	heuristic	(צַעַר) sorrow; (הִצְטַעֵר) to be sorry
2	BOM/NT	BOM 1nephi 18:19	לְהַתִּירֵנִי	to loose me	תור	hollow (mater)	(תּוּר) to spy out, search
2	BOM	BOM 1nephi 19:1	וַיְצַוֵּנִי	and commanded me	צוה	lamed-yod / III-he	to command
2	BOM/NT	BOM 1nephi 19:6	אֶצְטַדֵּק	I would excuse myself		(no analysis)	
2	BOM/OT	BOM 1nephi 21:10	שָׁרָב	the heat	שרב	strong	glow
2	BOM/OT	BOM 1nephi 21:22	בְּחֹצֶן	in their arms	חצנ	strong	bosom
2	BOM/PGP	BOM 2nephi 2:11	מְעֹרָבִים	compounded	ערב	heuristic	(עֶרֶב) evening; (מַעֲרָב) west; (עֲרָבָה) A
2	BOM	BOM 2nephi 3:12	וְהַנִּכְתָּב	and that which shall be written	כתב	strong	(כָּתַב) to write; (כְּתָב) writing, record,
2	BOM	BOM 2nephi 5:11	וַנַּצְלִיחַ	and we prospered	צלח	strong	prosperous
2	BOM/OT	BOM 2nephi 5:21	נִמְרֶצֶת	sore	מרצ	strong	press
2	BOM	BOM 2nephi 9:12	שְׁבוּיָיו	its captives	שבה	lamed-yod (yod hides the he)	to take captive; captivity
2	BOM	BOM 2nephi 9:42	וְהַמְּלֻמָּדִים	and the learned		(no analysis)	
2	BOM/NT	BOM 2nephi 9:42	הַמִּתְגָּאִים	who are puffed up		(no analysis)	
2	BOM	BOM 2nephi 10:20	הוּבַלְנוּ	we were led	יבל	I-yod (vav for yod)	(יָבַל) to lead, carry; (הוֹבִיל) to lead; (
2	BOM	BOM 2nephi 10:24	הִתְרַצּוּ	reconcile yourselves	רוצ	hollow	run
2	BOM	BOM 2nephi 12:5	תְּעִיתֶם	have gone astray	עתמ	strong	glow
2	BOM/OT	BOM 2nephi 12:16	כׇּל־שְׂכִיּוֹת	all the pictures	שכה	lamed-yod (yod hides the he)	roam
2	BOM/OT	BOM 2nephi 13:16	תְּעַכַּסְנָה	they make a tinkling	עכס	strong	put on anklets
2	BOM/OT	BOM 2nephi 13:18	הָעֲכָסִים	the tinkling ornaments	עכס	heuristic	put on anklets
2	BOM/OT	BOM 2nephi 13:18	וְהַשְּׁבִיסִים	and the headbands	שבס	heuristic	
2	BOM/OT	BOM 2nephi 13:18	וְהַשַּׂהֲרֹנִים	and the crescents	שהר	heuristic	
2	BOM/OT	BOM 2nephi 13:23	וְהָרְדִידִים	and the veils	רדד	heuristic	tread
2	BOM/OT	BOM 2nephi 15:2	וַיְעַזְּקֵהוּ	and he fenced it	עזק	strong	grub
2	BOM/OT	BOM 2nephi 15:13	צִחֵה	parched with	צחה	strong	parched
2	BOM/OT	BOM 2nephi 15:14	וּפָעֲרָה	and opened	פער	strong	open
2	BOM/OT	BOM 2nephi 15:24	וַחֲשַׁשׁ	and as the chaff	חשש	strong	grass
2	BOM/OT	BOM 2nephi 15:25	כַּסּוּחָה	as the refuse	סוח	hollow (mater)	Suach
2	BOM/OT	BOM 2nephi 17:18	לַזְּבוּב	for the fly	זבב	strong	
2	BOM/OT	BOM 2nephi 17:19	הַנַּעֲצוּצִים	the thorns		(no analysis)	
2	BOM/OT	BOM 2nephi 19:18	וַיִּתְאַבְּכוּ	and they shall mount up	אבכ	heuristic	coil
2	BOM/OT	BOM 2nephi 19:19	נֶעְתַּם	is darkened	עתמ	strong	glow
2	BOM/D&C	BOM 2nephi 23:22	אַשְׁמִידֶנָּה	I will destroy her	שמד	strong	be destroyed
2	BOM/OT	BOM 2nephi 24:22	וְנִין	and son	נונ	hollow (mater)	resprout
2	BOM/OT	BOM 2nephi 24:22	וָנֶכֶד	and nephew	נכד	strong	offspring
2	BOM/OT	BOM 2nephi 24:23	קִפֹּד	the bittern	קפד	strong	contract
2	BOM/NT	BOM 2nephi 25:4	צֵאתִי	I came out	צוא	hollow	soiled
2	BOM/OT	BOM 2nephi 27:32	יְקֹשׁוּן	they lay a snare	יקש	heuristic	ensnare
2	BOM/OT	BOM 2nephi 27:33	יֶחֱוָרוּ	grow pale	חור	hollow (mater)	chosen
2	BOM	BOM 2nephi 28:12	קְהִלּוֹתֵיהֶם	their churches	קהל	heuristic	(קָהָל) assembly, congregation; (קְהִלָּה) c
2	BOM/D&C	BOM 2nephi 28:14	נִמְשָׁכִים	are led	משכ	heuristic	sow
2	BOM	BOM 2nephi 28:19	בְּשַׁלְשְׁלוֹתָיו	with his chains		(no analysis)	
2	BOM	BOM 2nephi 29:6	הֲקִבַּלְתֶּם	have you obtained	קבל	heuristic	(קִבֵּל) to receive, accept
2	BOM/NT	BOM 2nephi 31:10	הֲנוּכַל	can we	יכל	I-yod (vav for yod)	(יָכֹל) to be able, can, prevail
2	BOM	BOM 2nephi 31:18	וּקְבַלְתֶּם	and you have received	קבל	heuristic	(קִבֵּל) to receive, accept
2	BOM	BOM 3nephi 1:17	הִשְׁתּוֹמְמוּ	were astonished	יממ	I-yod (vav for yod)	
2	BOM	BOM 3nephi 4:6	לְהִתְפַּשֵּׁט	to spread	פשט	strong	strip
2	BOM	BOM 3nephi 4:16	לְהַכְנִיעָם	to subdue them	כנע	heuristic	suffer Himself
2	BOM	BOM 3nephi 4:18	צֵידָתָם	their provisions	ציד	heuristic	food
2	BOM/D&C	BOM 3nephi 6:12	לְהִבָּדֵל	to be divided	בדל	strong	(בָּדַל) to divide, separate; (הִבְדִּיל) to
2	BOM/PGP	BOM 3nephi 7:8	מִצִּדְקָתָם	from their righteousness	צדק	heuristic	righteous, just; righteousness, justice
2	BOM/NT	BOM 3nephi 7:23	וַיַּטֵּף	and he preached	נטפ	I-nun (dagesh)	ooze
2	BOM/PGP	BOM 3nephi 8:7	חַדִּים	sharp	אחד	heuristic	one, a single
2	BOM	BOM 3nephi 8:12	וְהָרְעָמִים	and the thunderings	רעה	heuristic	(רַעְיָה) my love; (מִרְעֶה) pasture
2	BOM/PGP	BOM 3nephi 9:20	אַטְבִּיל	I will baptize	טבל	strong	be baptized
2	BOM	BOM 3nephi 12:26	סֶנִין	senine		(no analysis)	
2	BOM/NT	BOM 3nephi 12:41	מִיל	a mile	מול	hollow (mater)	(מוּל) facing, over against; to circumcise
2	BOM/D&C	BOM 3nephi 12:42	לִלְווֹת	borrow	לוה	lamed-yod / III-he	lend
2	BOM/NT	BOM 3nephi 13:7	וּבְהִתְפַּלֶּלְכֶם	but when you pray		(no analysis)	
2	BOM/NT	BOM 3nephi 13:30	יַלְבִּישׁ	he shall clothe	לבש	strong	to clothe, put on, be clothed
2	BOM/NT	BOM 3nephi 14:15	טֹרְפִים	ravening	טרפ	heuristic	pluck off
2	BOM	BOM 3nephi 15:17	מִן־הַמִּכְלָא	of the fold	כלא	strong	(כֶּלֶא) prison; (כָּלָא) to shut up, restra
2	BOM	BOM 3nephi 18:30	תְגָרְשׁוּהוּ	cast him out	גרש	heuristic	(גֵּרֵשׁ) to drive out; (מִגְרָשׁ) pasture l
2	BOM/D&C	BOM 3nephi 20:8	שׁוֹתֶה	drinketh	שתה	strong	(שָׁתָה) to drink; (מִשְׁתֶּה) feast
2	BOM/OT	BOM 3nephi 22:10	תְּמוּטֶינָה	be removed	מוט	hollow (mater)	(מוֹט) to be moved; yoke, bar
2	BOM	BOM 3nephi 27:1	וַיַּטְבִּילוּ	and were baptizing	טבל	strong	be baptized
2	BOM	BOM 3nephi 27:26	נִכְתָּבִים	are written	כתב	heuristic	(כָּתַב) to write; (כְּתָב) writing, record,
2	BOM	BOM 3nephi 28:21	נִזּוֹקוּ	were they harmed	נזק	strong	harm
2	BOM/D&C	BOM 3nephi 28:34	יְקַבְּלֵם	will he receive them	קבל	heuristic	(קִבֵּל) to receive, accept
2	BOM	BOM alma 2:12	וַיִּתְחַמְּשׁוּ	and armed themselves	חמש	heuristic	(חָמֵשׁ) five; (חֲמִשִּׁים) fifty
2	BOM	BOM alma 3:4	כַּלָּמָנִים	like the Lamanites	נומ	hollow (mater)	slumber
2	BOM/NT	BOM alma 4:19	בְּהָעִיד	in bearing	עוד	hollow (mater)	(עוֹד) again, still, yet
2	BOM/D&C	BOM alma 5:14	צַלְמוֹ	His image	צלמ	strong	phantom
2	BOM	BOM alma 6:6	וּלְהִתְחַבֵּר	and to unite	חבר	strong	(חָבַר) to join, unite; (חָבֵר) companion; (
2	BOM/D&C	BOM alma 7:3	נִכְנַעְתֶּם	you had humbled yourselves	כנע	heuristic	suffer Himself
2	BOM/NT	BOM alma 7:6	שַׁתֶּם	you have not set	שתמ	strong	unveil
2	BOM/D&C	BOM alma 8:10	לְהַטְבִּילָם	that he might baptize them	טבל	heuristic	be baptized
2	BOM	BOM alma 9:30	לְהֵאָהֵב	to be beloved	אהב	strong	(אָהַב) to love; (אָהוּב) beloved
2	BOM	BOM alma 9:30	אָבוּד	lost	אבד	strong	(אָבַד) to perish, be lost; (אׇבְדָן) loss, 
2	BOM	BOM alma 10:12	לְהִתְפַּלֵּא	to be astonished	פלא	strong	(פֶּלֶא) wonder; (נִפְלָאוֹת) miracles, marv
2	BOM	BOM alma 11:2	וַיֵּאָנֵס	and was compelled	אנס	strong	insist
2	BOM	BOM alma 11:3	סְנִינֵה	a senine of		(no analysis)	
2	BOM	BOM alma 11:3	כִּסְנִינֵה	is equal to a senine of	כסה	heuristic	to cover, conceal; (כִּסֵּא) throne
2	BOM	BOM alma 11:6	עֶזְרוֹם	an ezrom of		(no analysis)	
2	BOM	BOM alma 11:11	סְנוּמִים	senums		(no analysis)	
2	BOM	BOM alma 11:14	לְחֶשְׁבּוֹנָם	of their reckoning	חשב	heuristic	(חָשַׁב) to think, suppose, devise, reckon; 
2	BOM	BOM alma 12:36	בַּמְּרִיבָה	in the last	רבה	strong	(רָבָה) to multiply, increase, much; (רַבִּי
2	BOM/NT	BOM alma 14:6	מִשְׁתּוֹמֵם	was astonished	יממ	I-yod (vav for yod)	
2	BOM/NT	BOM alma 14:7	לִרְגֹּם	to cast stones	רגמ	strong	cast together
2	BOM/D&C	BOM alma 15:3	בּוֹעֵר	burning heat	יער	I-yod (vav for yod)	forest
2	BOM	BOM alma 16:5	בְּיָדְעָם	knowing	ידע	heuristic	to know, perceive, understand
2	BOM/D&C	BOM alma 17:5	בְּמַסְעוֹתֵיהֶם	in their journeyings	מסה	heuristic	dissolve
2	BOM	BOM alma 17:6	בְּהִפָּרְדָם	having departed	פרד	heuristic	(פָּרַד) to separate, be parted
2	BOM/D&C	BOM alma 19:27	לְיַסְּרָם	to afflict them	יסר	heuristic	(יִסַּר) to chasten; (יִסּוּרִים) affliction
2	BOM	BOM alma 21:14	וַיַּלְבִּישׁוּם	and clothed		(no analysis)	
2	BOM	BOM alma 21:16	הוֹבִילָם	led by	בלמ	strong	muzzle
2	BOM	BOM alma 22:14	וְעֹקֶץ	and that the sting of	עקצ	strong	
2	BOM	BOM alma 24:15	זֹהֲרִים	bright	זהר	heuristic	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
2	BOM	BOM alma 26:31	נַבִּיט	we can look forth	נבט	strong	(הִבִּיט) to look, behold
2	BOM	BOM alma 26:34	וּמִשִּׂנְאָתָם	and of their hatred	שנה	heuristic	year; to change
2	BOM/NT	BOM alma 27:24	מֵהוֹנָם	a portion of their substance	נומ	hollow	slumber
2	BOM	BOM alma 27:29	בְּיִסּוּרִים	in sufferings	יסר	heuristic	(יִסַּר) to chasten; (יִסּוּרִים) affliction
2	BOM	BOM alma 32:16	נֶאֱנַס	compelled	אנס	strong	insist
2	BOM	BOM alma 32:27	לַחְפֹּץ	desire	חפצ	strong	desire
2	BOM/NT	BOM alma 32:28	נְדַמֶּה	we will compare	דמה	strong	was like
2	BOM/D&C	BOM alma 32:34	לְהִתְרַחֵב	to expand	רחב	strong	to be wide, broad; breadth, width
2	BOM	BOM alma 32:37	תְּטַפְּחוּהוּ	you nourish it	טפח	heuristic	nourish
2	BOM	BOM alma 32:40	בְּקַוּוֹתְכֶם	looking forward	קוה	heuristic	he hoped
2	BOM/NT	BOM alma 34:16	חָשׂוּף	is exposed	חשפ	strong	strip
2	BOM	BOM alma 34:35	דְּחִיתֶם	you have procrastinated	דחה	heuristic	push down
2	BOM	BOM alma 36:14	הוֹבַלְתִּים	led them away		(no analysis)	
2	BOM	BOM alma 37:5	אֶת־זׇהֳרָם	their brightness	זהר	heuristic	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
2	BOM	BOM alma 40:23	תּוּשַׁב	shall be restored	ישב	I-yod (vav for yod)	to dwell, sit, inhabit
2	BOM/NT	BOM alma 40:23	וְהַשָּׁלֵם	and perfect	שלמ	strong	make
2	BOM	BOM alma 41:13	שֵׁדִי	devilish	שדה	lamed-yod (yod hides the he)	field, open country
2	BOM	BOM alma 42:10	וְשֵׁדִיִּים	and devilish	דומ	hollow (mater)	
2	BOM	BOM alma 42:26	אׇבְדָנָם	their destruction	אבד	heuristic	(אָבַד) to perish, be lost; (אׇבְדָן) loss, 
2	BOM	BOM alma 43:30	וּקְהִלָּתָם	and their church	קהל	heuristic	(קָהָל) assembly, congregation; (קְהִלָּה) c
2	BOM	BOM alma 43:44	וּמְצַוָּם	and commander	צומ	hollow (mater)	fast
2	BOM	BOM alma 43:48	וַיְעוֹרֵר	and inspired	ערר	strong	(מְעָרָה) cave; (עֲרִירִי) childless
2	BOM	BOM alma 43:54	מִשְּׁפֹךְ	shedding	שפכ	strong	spill forth
2	BOM	BOM alma 48:18	כְּאַלְמָא	like unto Alma		(no analysis)	
2	BOM	BOM alma 49:5	תְּמִיהָה	with an astonishment	תמה	lamed-yod (yod hides the he)	to be astonished, amazed
2	BOM	BOM alma 49:22	בְּנַסּוֹתָם	in these attempts	סתמ	strong	stop
2	BOM	BOM alma 51:32	הֵצִיקוּ	they did harass	צוק	hollow (mater)	distress
2	BOM	BOM alma 51:33	עֲיֵפוּתָם	their much fatigue	עופ	heuristic	fly
2	BOM	BOM alma 53:6	אֶת־שְׁבוּיָיו	its captives	שבה	lamed-yod (yod hides the he)	to take captive; captivity
2	BOM	BOM alma 54:11	אַחֲלִיף	I will exchange	חלפ	strong	pass
2	BOM	BOM alma 55:14	נִשְׁתַּכְּרוּ	they were drunken		(no analysis)	
2	BOM/D&C	BOM alma 55:31	לְהִלָּכֵד	be taken	לכד	strong	to capture, take
2	BOM/D&C	BOM alma 57:3	לְהַחֲלִיף	exchange	חלפ	strong	pass
2	BOM	BOM alma 57:11	מִמַּשְׁעָנָם	from their support	משה	heuristic	to draw out (of water)
2	BOM	BOM alma 57:13	שְׁבוּיֵינוּ	our prisoners	יינ	I-yod (vav for yod)	wine
2	BOM	BOM alma 57:16	בַּמָּצוֹק	in the critical circumstances	צוק	hollow (mater)	distress
2	BOM/NT	BOM alma 57:16	לַחֲרֹץ	to determine	חרצ	strong	decide
2	BOM	BOM alma 57:34	לְהַשִּׂיגָם	overtake them	נשג	heuristic	(הִשִּׂיג) to reach, obtain, attain
2	BOM/NT	BOM alma 58:27	וַנַּגִּיעַ	and we did arrive	גוע	hollow (mater)	perish
2	BOM/NT	BOM alma 60:9	מְנַעְתֶּם	you have withheld	עתמ	strong	glow
2	BOM	BOM alma 62:29	הוּקַל	were relieved	קול	hollow	voice of
2	BOM	BOM ether 8:19	בְּקִשְׁרֵי	in combinations of	קשר	strong	conspiracy
2	BOM	BOM ether 8:21	לְהַשְׁמָדַת	the destruction of	שמד	strong	be destroyed
2	BOM/D&C	BOM ether 12:26	יִתְלוֹצְצוּ	they shall take advantage		(no analysis)	
2	BOM	BOM ether 14:25	לְאׇבְדָנָם	for their destruction	אבד	heuristic	(אָבַד) to perish, be lost; (אׇבְדָן) loss, 
2	BOM/D&C	BOM helaman 5:49	כִּשְׁלֹשׁ	as three	שלש	strong	(שָׁלֹשׁ) three; (שְׁלֹשִׁים) thirty
2	BOM	BOM helaman 6:1	חׇזְקָם	their firmness	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
2	BOM	BOM helaman 7:22	תִּלָּקַחְנָה	they shall be taken	לקח	strong	to take, receive, get
2	BOM/D&C	BOM helaman 8:5	תִלָּקַחְנָה	they shall be taken	לקח	strong	to take, receive, get
2	BOM/D&C	BOM helaman 8:6	לִשְׁלֹט	to rule	שלט	strong	(שָׁלַט) to rule, have power; (שִׁלְטוֹן) po
2	BOM/PGP	BOM helaman 12:8	לְהֵחָלֵק	to be divided	חלק	strong	(חֵלֶק) part, portion; (חָלַק) to divide; (מ
2	BOM	BOM helaman 13:32	וְהַשְׁחָתַתְכֶם	and your destruction		(no analysis)	
2	BOM	BOM helaman 13:33	עׇשְׁרֵנוּ	our riches	עשר	strong	(עֶשֶׂר) ten; (עֶשְׂרִים) twenty; (עֹשֶׁר) r
2	BOM/NT	BOM jacob 1:2	אֶגַּע	should I touch	נגע	I-nun (dagesh)	(נָגַע) to touch; (נֶגַע) plague, stroke; (ה
2	BOM	BOM jacob 2:3	שׁוֹקֵד	diligent	יקד	I-yod (vav for yod)	shall be kindled
2	BOM	BOM jacob 5:49	יַכְבִּידוּ	they shall cumber	כבד	strong	(כָּבֵד) to be heavy; to honor; (כָּבוֹד) gl
2	BOM	BOM jacob 6:10	תִכְבֶּינָה	shall be quenched	כבה	lamed-yod (yod hides the he)	to be quenched, extinguish
2	BOM/D&C	BOM jarom 1:4	חִבּוּר	communion	חבר	strong	(חָבַר) to join, unite; (חָבֵר) companion; (
2	BOM/D&C	BOM mormon 1:4	תַּנִּיחַ	you shall leave	נוח	hollow (mater)	(נוּחַ) to rest; (מָנוֹחַ) resting place; Ma
2	BOM	BOM mormon 5:7	בִּמְנוּסָתָם	in their flight		(no analysis)	
2	BOM	BOM mormon 8:24	לְהַרְעִישׁ	cause to shake	רעש	strong	earthquakes
2	BOM	BOM mormon 9:3	בְּהַכִּירְכֶם	under a consciousness of	נכר	heuristic	(נֵכָר) foreign, strange; (הִכִּיר) to recog
2	BOM/NT	BOM mormon 9:24	יַזִּיקֵם	shall it hurt them	זקק	heuristic	(זָקַק) to refine, purge; (זִקִּים) chains
2	BOM/D&C	BOM mormon 9:36	הֲשָׁבָתָם	their restoration	ישב	heuristic	to dwell, sit, inhabit
2	BOM/PGP	BOM moroni 7:27	לִתְבֹּעַ	to claim	נבע	I-nun (dagesh)	utter
